5.70,-0.55,0.84,-0.66
5.75,-0.51,0.86,-0.59
5.80,-0.46,0.89,-0.52
5.85,-0.42,0.91,-0.46
5.90,-0.37,0.93,-0.40
5.95,-0.32,0.95,-0.34
6.00,-0.28,0.96,-0.29
6.05,-0.23,0.97,-0.23
6.10,-0.18,0.98,-0.18
6.15,-0.13,0.99,-0.13
6.20,-0.08,1.00,-0.08
6.25,-0.03,1.00,-0.03
6.30,0.02,1.00,0.02
6.35,0.07,1.00,0.07
6.40,0.12,0.99,0.12
6.45,0.17,0.99,0.17
6.50,0.22,0.98,0.22
6.55,0.27,0.96,0.28
6.60,0.31,0.95,0.33
6.65,0.36,0.93,0.39
6.70,0.41,0.91,0.45
6.75,0.45,0.89,0.51
6.80,0.50,0.87,0.57
6.85,0.54,0.84,0.64
6.90,0.58,0.81,0.71
6.95,0.62,0.78,0.79
7.00,0.66,0.75,0.88
7.05,0.70,0.72,0.97
7.10,0.73,0.68,1.07
7.15,0.76,0.64,1.18
7.20,0.80,0.61,1.31
7.25,0.83,0.56,1.46
7.30,0.85,0.52,1.63
7.35,0.88,0.48,1.83
7.40,0.90,0.43,2.07
7.45,0.92,0.39,2.37
7.50,0.94,0.34,2.74
7.55,0.96,0.30,3.23
7.60,0.97,0.25,3.92
7.65,0.98,0.20,4.93
7.70,0.99,0.15,6.62
7.75,1.00,0.10,9.97
7.80,1.00,0.05,19.99
7.85,1.00,-0.00,-54177.40
7.90,1.00,-0.05,-19.98
7.95,1.00,-0.10,-9.96
8.00,0.99,-0.15,-6.62
8.05,0.98,-0.20,-4.93
8.10,0.97,-0.25,-3.92
8.15,0.96,-0.30,-3.23
8.20,0.94,-0.34,-2.74
8.25,0.92,-0.39,-2.37
8.30,0.90,-0.43,-2.07
8.35,0.88,-0.48,-1.83
8.40,0.85,-0.52,-1.63
8.45,0.83,-0.56,-1.46
8.50,0.80,-0.61,-1.32
8.55,0.76,-0.64,-1.19
8.60,0.73,-0.68,-1.07
8.65,0.70,-0.72,-0.97
8.70,0.66,-0.75,-0.88
8.75,0.62,-0.78,-0.79
8.80,0.58,-0.81,-0.72
8.85,0.54,-0.84,-0.64
8.90,0.50,-0.87,-0.57
8.95,0.45,-0.89,-0.51
9.00,0.41,-0.91,-0.45
9.05,0.36,-0.93,-0.39
9.10,0.32,-0.95,-0.33
9.15,0.27,-0.96,-0.28
9.20,0.22,-0.98,-0.22
9.25,0.17,-0.99,-0.17
9.30,0.12,-0.99,-0.12
9.35,0.07,-1.00,-0.07
9.40,0.02,-1.00,-0.02
9.45,-0.03,-1.00,0.03
9.50,-0.08,-1.00,0.08
9.55,-0.13,-0.99,0.13
9.60,-0.18,-0.98,0.18
9.65,-0.23,-0.97,0.23
9.70,-0.28,-0.96,0.29
9.75,-0.32,-0.95,0.34
9.80,-0.37,-0.93,0.40
9.85,-0.42,-0.91,0.46
9.90,-0.46,-0.89,0.52
9.95,-0.50,-0.86,0.58
10.00,-0.55,-0.84,0.65
10.05,-0.59,-0.81,0.73
10.10,-0.63,-0.78,0.81
10.15,-0.67,-0.75,0.90
10.21,-0.70,-0.71,0.99
10.26,-0.74,-0.67,1.09
10.31,-0.77,-0.64,1.21
10.35,-0.80,-0.60,1.34
10.40,-0.83,-0.56,1.49
10.46,-0.86,-0.51,1.67
10.51,-0.88,-0.47,1.87
10.56,-0.90,-0.43,2.12
10.60,-0.92,-0.38,2.43
10.65,-0.94,-0.33,2.82
0.05,0.05,1.00,0.05
0.10,0.10,1.00,0.10
0.15,0.15,0.99,0.15
0.20,0.20,0.98,0.20
0.25,0.25,0.97,0.26
0.30,0.30,0.96,0.31
0.35,0.34,0.94,0.37
0.40,0.39,0.92,0.42
0.45,0.43,0.90,0.48
0.50,0.48,0.88,0.55
0.55,0.52,0.85,0.61
0.60,0.56,0.83,0.68
0.65,0.61,0.80,0.76
0.70,0.64,0.76,0.84
0.75,0.68,0.73,0.93
0.80,0.72,0.70,1.03
0.85,0.75,0.66,1.14
0.90,0.78,0.62,1.26
0.95,0.81,0.58,1.40
1.00,0.84,0.54,1.56
1.05,0.87,0.50,1.74
1.10,0.89,0.45,1.96
1.15,0.91,0.41,2.23
1.20,0.93,0.36,2.57
1.25,0.95,0.32,3.01
1.30,0.96,0.27,3.60
1.35,0.98,0.22,4.46
1.40,0.99,0.17,5.80
1.45,0.99,0.12,8.31
1.50,1.00,0.07,14.30
1.55,1.00,0.02,50.51
1.60,1.00,-0.03,-33.10
1.65,1.00,-0.08,-12.44
1.70,0.99,-0.13,-7.64
1.75,0.98,-0.18,-5.49
1.80,0.97,-0.23,-4.27
1.85,0.96,-0.28,-3.47
1.90,0.95,-0.32,-2.92
1.95,0.93,-0.37,-2.50
2.00,0.91,-0.42,-2.18
2.05,0.89,-0.46,-1.92
2.10,0.86,-0.51,-1.71
2.15,0.84,-0.55,-1.53
2.20,0.81,-0.59,-1.37
2.25,0.78,-0.63,-1.24
2.30,0.75,-0.67,-1.12
2.35,0.71,-0.70,-1.01
2.40,0.67,-0.74,-0.91
2.45,0.64,-0.77,-0.83
2.50,0.60,-0.80,-0.75
2.55,0.56,-0.83,-0.67
2.60,0.51,-0.86,-0.60
2.65,0.47,-0.88,-0.53
2.70,0.43,-0.90,-0.47
2.75,0.38,-0.92,-0.41
2.80,0.33,-0.94,-0.35
2.85,0.29,-0.96,-0.30
2.90,0.24,-0.97,-0.24
2.95,0.19,-0.98,-0.19
3.00,0.14,-0.99,-0.14
3.05,0.09,-1.00,-0.09
3.10,0.04,-1.00,-0.04
3.15,-0.01,-1.00,0.01
3.20,-0.06,-1.00,0.06
3.25,-0.11,-0.99,0.11
3.30,-0.16,-0.99,0.16
3.35,-0.21,-0.98,0.21
3.40,-0.26,-0.97,0.27
3.45,-0.31,-0.95,0.32
3.50,-0.35,-0.94,0.38
3.55,-0.40,-0.92,0.44
3.60,-0.44,-0.90,0.50
3.65,-0.49,-0.87,0.56
3.70,-0.53,-0.85,0.63
3.75,-0.57,-0.82,0.70
3.80,-0.61,-0.79,0.78
3.85,-0.65,-0.76,0.86
3.90,-0.69,-0.72,0.95
3.95,-0.72,-0.69,1.05
4.00,-0.76,-0.65,1.16
4.05,-0.79,-0.61,1.29
4.10,-0.82,-0.57,1.43
4.15,-0.85,-0.53,1.59
4.20,-0.87,-0.49,1.79
4.25,-0.90,-0.44,2.02
4.30,-0.92,-0.40,2.30
4.35,-0.94,-0.35,2.65
4.40,-0.95,-0.31,3.12
4.45,-0.97,-0.26,3.75
4.50,-0.98,-0.21,4.68
4.55,-0.99,-0.16,6.18
4.60,-0.99,-0.11,9.02
4.65,-1.00,-0.06,16.54
4.70,-1.00,-0.01,96.25
4.75,-1.00,0.04,-25.23
4.80,-1.00,0.09,-11.13
4.85,-0.99,0.14,-7.12
4.90,-0.98,0.19,-5.21
4.95,-0.97,0.24,-4.09
5.00,-0.96,0.29,-3.36
5.05,-0.94,0.33,-2.83
5.10,-0.93,0.38,-2.44
5.15,-0.90,0.43,-2.13
5.20,-0.88,0.47,-1.88
5.25,-0.86,0.51,-1.67
5.30,-0.83,0.56,-1.49
5.35,-0.80,0.60,-1.34
5.40,-0.77,0.64,-1.21
5.45,-0.74,0.67,-1.10
5.50,-0.70,0.71,-0.99
5.55,-0.67,0.74,-0.90
5.60,-0.63,0.78,-0.81
5.65,-0.59,0.81,-0.73
5.70,-0.55,0.84,-0.66
5.75,-0.51,0.86,-0.59
5.80,-0.46,0.89,-0.52
5.85,-0.42,0.91,-0.46
5.90,-0.37,0.93,-0.40
5.95,-0.32,0.95,-0.34
6.00,-0.28,0.96,-0.29
6.05,-0.23,0.97,-0.23
6.10,-0.18,0.98,-0.18
6.15,-0.13,0.99,-0.13
6.20,-0.08,1.00,-0.08
6.25,-0.03,1.00,-0.03
6.30,0.02,1.00,0.02
6.35,0.07,1.00,0.07
6.40,0.12,0.99,0.12
6.45,0.17,0.99,0.17
6.50,0.22,0.98,0.22
6.55,0.27,0.96,0.28
6.60,0.31,0.95,0.33
6.65,0.36,0.93,0.39
6.70,0.41,0.91,0.45
6.75,0.45,0.89,0.51
6.80,0.50,0.87,0.57
6.85,0.54,0.84,0.64
6.90,0.58,0.81,0.71
6.95,0.62,0.78,0.79
7.00,0.66,0.75,0.88
7.05,0.70,0.72,0.97
7.10,0.73,0.68,1.07
7.15,0.76,0.64,1.18
7.20,0.80,0.61,1.31
7.25,0.83,0.56,1.46
7.30,0.85,0.52,1.63
7.35,0.88,0.48,1.83
7.40,0.90,0.43,2.07
7.45,0.92,0.39,2.37
7.50,0.94,0.34,2.74
7.55,0.96,0.30,3.23
7.60,0.97,0.25,3.92
7.65,0.98,0.20,4.93
7.70,0.99,0.15,6.62
7.75,1.00,0.10,9.97
7.80,1.00,0.05,19.99
7.85,1.00,-0.00,-54177.40
7.90,1.00,-0.05,-19.98
7.95,1.00,-0.10,-9.96
8.00,0.99,-0.15,-6.62
